#class tools::wcsv::ntuple
#title Hit information
#separator 44
#vector_separator 59
#column int VolumeID
#column double Loss Energy (MeV)
1,1.3756e-05
1,0.00849872
1,0.0025367
2,0.00129951
2,0.00337431
2,0.00417541
3,0.00145649
3,0.00898075
4,0.000822371
4,0.00274071
4,0.00010414
4,0.000480976
5,1.08986e-05
5,0.00748887
6,0.00726312
7,0.00727245
8,0.00643059
8,0.00228034
8,0.00181874
9,0.000282405
9,0.00744206
10,0.0086338
11,0.0048986
12,0.00071416
12,0.00208014
12,0.0011449
13,0.00845623
14,0.00187277
14,0.00394597
14,0.00399916
15,0.00716352
16,0.00980716
17,0.00658601
18,0.00737344
18,0.000604703
19,0.00131639
19,0.00222965
20,0.000904846
20,0.0102775
21,0.00557245
22,0.00554693
23,0.000380197
23,0.00231873
23,0.00524175
24,0.00513806
25,0.00446921
25,0.00258635
26,0.0050322
27,0.00487305
28,0.00206902
28,0.00146493
29,0.00112384
29,0.000446292
29,0.00284986
29,0.000613157
30,0.00702291
31,0.0103181
32,0.0108532
33,0.000461973
33,0.00750548
34,0.00762747
34,0.00251077
35,0.00182186
35,0.00098256
35,0.00211418
36,0.000950279
36,0.00892922
36,0.000754944
37,0.0116085
38,0.00860911
39,1.04285e-06
39,3.84362e-17
39,0.000186086
39,0.00935728
40,0.00274001
40,0.0028443
41,1.69935e-07
41,0.00947301
42,0.00708565
42,0.00180079
42,4.23189e-05
43,0.00535419
43,0.00416179
44,0.00165359
44,0.00566138
44,0.000243097
45,0.000795417
45,0.00876585
46,0.0101437
47,0.00767023
48,4.93649e-05
48,0.00472056
48,7.37536e-05
49,0.000104486
49,0.00575038
50,0.000743331
50,0.00124909
50,0.00523905
51,0.000218594
51,0.00580597
52,0.00304584
52,0.0045254
53,0.00464351
53,0.00216949
54,0.000199485
54,6.79618e-06
54,0.00312812
54,0.00315143
55,0.00776695
56,0.00636418
57,0.00195037
57,0.000811493
57,0.00669323
58,0.00558592
59,0.00841017
60,0.00976884
61,0.00304893
61,0.00404526
61,7.58284e-07
62,0.00612288
62,0.00123912
63,0.00400728
63,0.00322304
64,0.00619111
64,0.00068935
64,0.000232202
65,0.00272759
65,0.00407184
65,0.00360344
66,0.000412087
66,0.00634939
67,0.0029394
68,5.97709e-05
68,0.00106081
68,0.00316312
69,0.00985774
70,0.00101514
70,0.00369583
70,0.000646604
71,0.00885283
72,0.00146917
72,0.00869502
73,0.00428814
73,0.00492683
74,0.00606284
75,0.0102732
75,0.00391485
76,0.0100347
77,0.0062273
78,0.0085243
79,0.00678883
79,0.00159105
80,0.00149399
80,0.0010474
80,0.00235498
81,0.00190819
81,0.00638906
82,0.00901903
82,0.00253467
83,0.00186619
83,0.0044912
84,0.00853098
84,0.00051795
85,0.00719795
85,0.000369529
86,0.00558107
87,0.00610643
87,0.00188446
88,0.00301935
88,0.000409681
88,0.00325036
89,0.00142913
89,0.00307434
89,0.000598642
90,0.0111686
91,0.00181501
91,0.00854518
92,0.00368184
93,0.0100876
93,0.0017476
94,0.00796334
95,0.000231317
95,0.0010092
95,0.0058831
96,0.0137977
97,0.00698782
98,0.00715723
99,0.00504053
99,0.00741994
100,0.00692431
100,0.0009021
100,0.000861136
101,0.010263
102,0.0045157
102,0.00525295
102,0.000625894
103,0.000726739
103,0.00110663
103,0.000865216
103,0.00408478
104,0.00876892
105,0.00874671
105,0.000634097
106,0.00630769
106,0.00432824
107,0.00799411
108,0.00153104
108,0.00804664
109,0.00626304
109,0.00167839
110,0.00579501
110,0.000704436
111,0.00301566
111,0.0016041
111,0.00210798
111,0.00402019
112,0.00241298
112,0.00525798
112,0.000942801
113,0.00973618
114,0.00143681
114,0.00914285
115,0.00229979
115,0.00554306
115,0.000314479
116,0.00072055
116,0.00202728
116,0.00124077
117,0.00868853
118,0.012306
119,0.00311291
119,0.00534993
120,0.00343993
120,0.00610546
121,0.00531569
121,0.00443069
122,0.0097194
122,2.65385e-05
123,0.00586169
123,0.00676059
124,0.00204431
124,0.00332532
125,0.00665604
126,0.00947961
127,0.00249103
127,0.00418933
128,0.00332407
128,0.00184866
129,0.00180424
129,0.00488954
130,0.00920535
130,0.00119274
131,0.00856543
132,0.0097952
133,0.00046476
133,0.00383999
134,0.00111363
134,0.00109394
134,0.000461339
134,0.00315331
135,0.00484698
135,0.00192487
136,0.00213857
136,0.00168687
136,0.00245875
137,0.00896859
137,0.00164742
138,0.000841646
138,0.00262884
138,0.0106875
139,0.0115508
140,0.0116297
140,0.0012669
141,0.00406646
141,0.00713873
141,3.5299e-07
142,0.00250976
142,0.00403399
143,0.00749827
144,0.00497379
144,0.0014872
144,0.00474929
145,0.00919786
145,9.72056e-05
146,0.00166054
146,0.00659241
147,0.0128565
148,0.000553227
148,0.0134289
148,0.000732031
149,8.3105e-06
149,0.00208535
149,0.00879973
150,0.00856312
